stkcd,shortname,aisoftinvest,aihardinvest,aiinvesttotal,aiinvestlevel,year,AI_Intensity,AI_Amount,AI_Dummy,first_ai_year,Treat,Post,IV1,IV2,AI_Intensity_lag1,AI_Amount_lag1,AI_Dummy_lag1
300413,快乐购,18394132.13,35318240.98,53712373.11,0.0236,2017,53712373.11,17.799153963287914,1,2015,1,1,122727009.01785138,,62563657.93,17.951695139223784,1.0
300413,芒果超媒,68236125.81,61280954.25,129517080.1,0.0107,2018,129517080.1,18.679323330791878,1,2015,1,1,135578842.30059227,,53712373.11,17.799153963287914,1.0
300413,芒果超媒,92858539.78,68589831.94,161448371.7,0.0095,2019,161448371.7,18.899695975836252,1,2015,1,1,142788275.93914923,,129517080.1,18.679323330791878,1.0
300413,芒果超媒,114635397.6,73894384.75,188529782.4,0.0098,2020,188529782.4,19.054766554493334,1,2015,1,1,142510111.68382886,,161448371.7,18.899695975836252,1.0
300413,芒果超媒,97088884.26,82337818.87,179426703.1,0.0069,2021,179426703.1,19.005277348796962,1,2015,1,1,136327382.172662,,188529782.4,19.054766554493334,1.0
300413,芒果超媒,299287687.9,75555288.51,374842976.4,0.0129,2022,374842976.4,19.74201776931075,1,2015,1,1,127032671.78248058,,179426703.1,19.005277348796962,1.0
300413,芒果超媒,260541305.7,61023693.87,321564999.6,0.0102,2023,321564999.6,19.588710260366682,1,2015,1,1,136101505.17990837,,374842976.4,19.74201776931075,1.0
300414,中光防雷,593623.27,1569392.95,2163016.22,0.0027,2015,2163016.22,14.587014666068555,1,2015,1,1,140522083.91206482,,,,
300414,中光防雷,545723.74,1626851.1,2172574.84,0.0026,2016,2172574.84,14.591424044603285,1,2015,1,1,127443425.31747851,,2163016.22,14.587014666068555,1.0
300414,中光防雷,1514522.14,2174680.39,3689202.53,0.0038,2017,3689202.53,15.120921147190256,1,2015,1,1,122727009.01785138,,2172574.84,14.591424044603285,1.0
300414,中光防雷,2842928.79,2007950.97,4850879.76,0.0049,2018,4850879.76,15.394670846426381,1,2015,1,1,135578842.30059227,,3689202.53,15.120921147190256,1.0
300414,中光防雷,3363255.19,1983044.15,5346299.34,0.0053,2019,5346299.34,15.491915354424682,1,2015,1,1,142788275.93914923,,4850879.76,15.394670846426381,1.0
300414,中光防雷,3508620.75,2050376.79,5558997.54,0.0052,2020,5558997.54,15.530928531298407,1,2015,1,1,142510111.68382886,,5346299.34,15.491915354424682,1.0
300414,中光防雷,2868125.06,2988825.13,5856950.19,0.0051,2021,5856950.19,15.583139751419301,1,2015,1,1,136327382.172662,,5558997.54,15.530928531298407,1.0
300414,中光防雷,4058935.82,3031237.52,7090173.34,0.006,2022,7090173.34,15.774220487768757,1,2015,1,1,127032671.78248058,,5856950.19,15.583139751419301,1.0
300414,中光防雷,316790.54,4426731.98,4743522.52,0.004,2023,4743522.52,15.372290776166853,1,2015,1,1,136101505.17990837,,7090173.34,15.774220487768757,1.0
300415,伊之密,4427708.45,3812883.93,8240592.38,0.0057,2015,8240592.38,15.924582911428827,1,2015,1,1,140522083.91206482,,,,
300415,伊之密,3824771.51,4343949.67,8168721.18,0.0045,2016,8168721.18,15.915823050687049,1,2015,1,1,127443425.31747851,,8240592.38,15.924582911428827,1.0
300415,伊之密,3230926.77,6400466.88,9631393.65,0.0041,2017,9631393.65,16.080538596756732,1,2015,1,1,122727009.01785138,,8168721.18,15.915823050687049,1.0
300415,伊之密,15961147.89,7954886.05,23916033.94,0.0091,2018,23916033.94,16.990059709928513,1,2015,1,1,135578842.30059227,,9631393.65,16.080538596756732,1.0
300415,伊之密,14314054.89,6562166.67,20876221.56,0.0073,2019,20876221.56,16.85412139273479,1,2015,1,1,142788275.93914923,,23916033.94,16.990059709928513,1.0
300415,伊之密,12280962.82,5363558.56,17644521.38,0.0049,2020,17644521.38,16.685935946433855,1,2015,1,1,142510111.68382886,,20876221.56,16.85412139273479,1.0
300415,伊之密,9651684.96,6690523.99,16342208.95,0.0036,2021,16342208.95,16.609261886108982,1,2015,1,1,136327382.172662,,17644521.38,16.685935946433855,1.0
300415,伊之密,14006867.73,11711911.58,25718779.31,0.0047,2022,25718779.31,17.06273203435854,1,2015,1,1,127032671.78248058,,16342208.95,16.609261886108982,1.0
300415,伊之密,20473034.33,13511571.19,33984605.52,0.0055,2023,33984605.52,17.34141823064671,1,2015,1,1,136101505.17990837,,25718779.31,17.06273203435854,1.0
300417,南华仪器,1384439.32,878059.31,2262498.63,0.0058,2015,2262498.63,14.631980791020293,1,2015,1,1,140522083.91206482,,,,
300417,南华仪器,838546.08,951001.61,1789547.69,0.0042,2016,1789547.69,14.397474017535586,1,2015,1,1,127443425.31747851,,2262498.63,14.631980791020293,1.0
300417,南华仪器,572104.76,1217825.88,1789930.64,0.004,2017,1789930.64,14.397687987143549,1,2015,1,1,122727009.01785138,,1789547.69,14.397474017535586,1.0
300418,昆仑万维,7850773.88,10726454.61,18577228.49,0.0029,2016,18577228.49,16.73744716774505,1,2016,1,1,127443425.31747851,,,,
300418,昆仑万维,7210969.53,12070108.35,19281077.88,0.0016,2017,19281077.88,16.774634804087277,1,2016,1,1,122727009.01785138,,18577228.49,16.73744716774505,1.0
300418,昆仑万维,3914184.44,10115812.47,14029996.91,0.0016,2018,14029996.91,16.456708303112134,1,2016,1,1,135578842.30059227,,19281077.88,16.774634804087277,1.0
300418,昆仑万维,2636752.98,6278008.7,8914761.68,0.0009,2019,8914761.68,16.00321918862219,1,2016,1,1,142788275.93914923,,14029996.91,16.456708303112134,1.0
300418,昆仑万维,7591340.33,4092212.45,11683552.78,0.0009,2020,11683552.78,16.273692751072364,1,2016,1,1,142510111.68382886,,8914761.68,16.00321918862219,1.0
300418,昆仑万维,6972156.87,47879122.58,54851279.45,0.0031,2021,54851279.45,17.82013608898915,1,2016,1,1,136327382.172662,,11683552.78,16.273692751072364,1.0
300418,昆仑万维,4266988.21,57418400.39,61685388.6,0.0035,2022,61685388.6,17.937557663427878,1,2016,1,1,127032671.78248058,,54851279.45,17.82013608898915,1.0
300418,昆仑万维,2695611.67,253090578.5,255786190.2,0.0119,2023,255786190.2,19.35985246285283,1,2016,1,1,136101505.17990837,,61685388.6,17.937557663427878,1.0
300423,昇辉科技,2992808.93,6147197.36,9140006.29,0.0011,2020,9140006.29,16.028171741023012,1,2020,1,1,142510111.68382886,,,,
300425,环能科技,267541.61,974894.33,1242435.94,0.0009,2015,1242435.94,14.032585283149878,1,2015,1,1,140522083.91206482,,,,
300425,环能科技,897588.69,2218159.31,3115748.0,0.0015,2016,3115748.0,14.95198013073856,1,2015,1,1,127443425.31747851,,1242435.94,14.032585283149878,1.0
300425,环能科技,654489.84,3075693.57,3730183.41,0.0014,2017,3730183.41,15.131968230076183,1,2015,1,1,122727009.01785138,,3115748.0,14.95198013073856,1.0
300425,环能科技,528921.94,2560804.85,3089726.79,0.0009,2018,3089726.79,14.943593551142305,1,2015,1,1,135578842.30059227,,3730183.41,15.131968230076183,1.0
300425,中建环能,1068606.05,2109156.08,3177762.13,0.0009,2019,3177762.13,14.97168808900268,1,2015,1,1,142788275.93914923,,3089726.79,14.943593551142305,1.0
300425,中建环能,908174.26,2029774.69,2937948.95,0.0008,2020,2937948.95,14.893222600172626,1,2015,1,1,142510111.68382886,,3177762.13,14.97168808900268,1.0
300425,中建环能,1247150.53,2470069.81,3717220.34,0.001,2021,3717220.34,15.128486995529075,1,2015,1,1,136327382.172662,,2937948.95,14.893222600172626,1.0
300425,中建环能,2939535.26,2599269.76,5538805.02,0.0013,2022,5538805.02,15.52728951564013,1,2015,1,1,127032671.78248058,,3717220.34,15.128486995529075,1.0
300428,四通新材,10031503.02,15191194.12,25222697.14,0.0038,2018,25222697.14,17.043254866918225,1,2018,1,1,135578842.30059227,,,,
300428,四通新材,14431736.68,15964313.97,30396050.65,0.0044,2019,30396050.65,17.22982327800711,1,2018,1,1,142788275.93914923,,25222697.14,17.043254866918225,1.0
300428,四通新材,21682184.26,20092362.65,41774546.91,0.0037,2020,41774546.91,17.547797810364433,1,2018,1,1,142510111.68382886,,30396050.65,17.22982327800711,1.0
300428,立中集团,25183129.52,29237775.59,54420905.11,0.0038,2021,54420905.11,17.812258941493145,1,2018,1,1,136327382.172662,,41774546.91,17.547797810364433,1.0
300428,立中集团,25781430.06,35028020.3,60809450.36,0.0036,2022,60809450.36,17.923255784855296,1,2018,1,1,127032671.78248058,,54420905.11,17.812258941493145,1.0
300428,立中集团,26820148.06,36387407.99,63207556.05,0.0034,2023,63207556.05,17.961934425544683,1,2018,1,1,136101505.17990837,,60809450.36,17.923255784855296,1.0
300431,暴风科技,30109404.28,23343718.53,53453122.81,0.0396,2015,53453122.81,17.79431563731971,1,2015,1,1,140522083.91206482,,,,
300431,暴风集团,61873644.7,20765797.04,82639441.74,0.0323,2016,82639441.74,18.2299976395293,1,2015,1,1,127443425.31747851,,53453122.81,17.79431563731971,1.0
300431,暴风集团,154745834.9,23559825.82,178305660.7,0.0604,2017,178305660.7,18.999009836114983,1,2015,1,1,122727009.01785138,,82639441.74,18.2299976395293,1.0
300431,暴风集团,209502899.5,14941232.44,224444132.0,0.0805,2018,224444132.0,19.22913738339858,1,2015,1,1,135578842.30059227,,178305660.7,18.999009836114983,1.0
300432,富临精工,861119.72,1714796.19,2575915.91,0.0019,2015,2575915.91,14.761716110251381,1,2015,1,1,140522083.91206482,,,,
300432,富临精工,2391747.59,4293219.19,6684966.78,0.0015,2016,6684966.78,15.715371948760867,1,2015,1,1,127443425.31747851,,2575915.91,14.761716110251381,1.0
300432,富临精工,3577879.42,6027538.06,9605417.48,0.0017,2017,9605417.48,16.077837922210186,1,2015,1,1,122727009.01785138,,6684966.78,15.715371948760867,1.0
300432,富临精工,3773227.43,6295571.98,10068799.41,0.0031,2018,10068799.41,16.124952132474654,1,2015,1,1,135578842.30059227,,9605417.48,16.077837922210186,1.0
300432,富临精工,3678647.26,5859375.38,9538022.64,0.0035,2019,9538022.64,16.07079685634426,1,2015,1,1,142788275.93914923,,10068799.41,16.124952132474654,1.0
300432,富临精工,3873352.64,7477252.5,11350605.14,0.0036,2020,11350605.14,16.24478170487101,1,2015,1,1,142510111.68382886,,9538022.64,16.07079685634426,1.0
300432,富临精工,5090915.22,11719512.88,16810428.1,0.0032,2021,16810428.1,16.637510031531342,1,2015,1,1,136327382.172662,,11350605.14,16.24478170487101,1.0
300432,富临精工,6645774.48,13652421.6,20298196.08,0.0024,2022,20298196.08,16.826042626274734,1,2015,1,1,127032671.78248058,,16810428.1,16.637510031531342,1.0
300432,富临精工,6940599.4,16185583.69,23126183.09,0.0025,2023,23126183.09,16.95647604394378,1,2015,1,1,136101505.17990837,,20298196.08,16.826042626274734,1.0
300433,蓝思科技,12146403.86,406570623.0,418717026.9,0.0204,2015,418717026.9,19.85270589866016,1,2015,1,1,140522083.91206482,,,,
300433,蓝思科技,13810337.26,373735090.4,387545427.6,0.0163,2016,387545427.6,19.775343634982953,1,2015,1,1,127443425.31747851,,418717026.9,19.85270589866016,1.0
300433,蓝思科技,23245197.45,600473369.2,623718566.6,0.0175,2017,623718566.6,20.251209811135002,1,2015,1,1,122727009.01785138,,387545427.6,19.775343634982953,1.0
300433,蓝思科技,37220082.79,1266839063.0,1304059146.0,0.0302,2018,1304059146.0,20.98874765755106,1,2015,1,1,135578842.30059227,,623718566.6,20.251209811135002,1.0
300433,蓝思科技,67675067.01,1132459974.0,1200135041.0,0.0255,2019,1200135041.0,20.90569992240878,1,2015,1,1,142788275.93914923,,1304059146.0,20.98874765755106,1.0
300433,蓝思科技,68316543.91,1178493455.0,1246809999.0,0.0157,2020,1246809999.0,20.943854126357856,1,2015,1,1,142510111.68382886,,1200135041.0,20.90569992240878,1.0
300433,蓝思科技,67795200.16,1392977096.0,1460772297.0,0.0191,2021,1460772297.0,21.102231104043568,1,2015,1,1,136327382.172662,,1246809999.0,20.943854126357856,1.0
300433,蓝思科技,71468610.05,1614370870.0,1685839480.0,0.0215,2022,1685839480.0,21.245529484994787,1,2015,1,1,127032671.78248058,,1460772297.0,21.102231104043568,1.0
300433,蓝思科技,84875674.77,1628583297.0,1770933453.0,0.0229,2023,1770933453.0,21.294772619659994,1,2015,1,1,136101505.17990837,,1685839480.0,21.245529484994787,1.0
300437,清水源,35542.6,694379.44,729922.04,0.0015,2015,729922.04,13.50069438290947,1,2015,1,1,140522083.91206482,,,,
300437,清水源,137921.71,2581841.97,2719763.68,0.0018,2016,2719763.68,14.816055919823684,1,2015,1,1,127443425.31747851,,729922.04,13.50069438290947,1.0
300437,清水源,434205.57,2559375.87,2993581.44,0.001,2017,2993581.44,14.911981368637617,1,2015,1,1,122727009.01785138,,2719763.68,14.816055919823684,1.0
300437,清水源,955356.87,6582461.49,7537818.36,0.0016,2019,7537818.36,15.83544348860592,1,2015,1,1,142788275.93914923,,2993581.44,14.911981368637617,1.0
300437,清水源,1253382.52,3910176.93,5163559.45,0.0012,2020,5163559.45,15.457136909200432,1,2015,1,1,142510111.68382886,,7537818.36,15.83544348860592,1.0
300437,清水源,902721.48,5601468.89,6504190.37,0.0019,2021,6504190.37,15.687957353208658,1,2015,1,1,136327382.172662,,5163559.45,15.457136909200432,1.0
300437,清水源,622848.62,3837272.99,4460121.61,0.0015,2022,4460121.61,15.310686814649765,1,2015,1,1,127032671.78248058,,6504190.37,15.687957353208658,1.0
300437,清水源,362977.26,2794360.93,3157338.19,0.0011,2023,3157338.19,14.965240202376972,1,2015,1,1,136101505.17990837,,4460121.61,15.310686814649765,1.0
300438,鹏辉能源,268229.96,3131280.77,3399510.73,0.0025,2015,3399510.73,15.039142370450126,1,2015,1,1,140522083.91206482,,,,
300438,鹏辉能源,339188.51,4394397.84,4733586.35,0.0025,2016,4733586.35,15.370193897956396,1,2015,1,1,127443425.31747851,,3399510.73,15.039142370450126,1.0
300438,鹏辉能源,503709.76,8006685.56,8510395.32,0.0023,2017,8510395.32,15.95679907055799,1,2015,1,1,122727009.01785138,,4733586.35,15.370193897956396,1.0
300438,鹏辉能源,2768776.14,8754712.73,11523488.87,0.0023,2018,11523488.87,16.259898107459097,1,2015,1,1,135578842.30059227,,8510395.32,15.95679907055799,1.0
300438,鹏辉能源,2401105.47,8451371.07,10852476.54,0.002,2019,10852476.54,16.19990395658452,1,2015,1,1,142788275.93914923,,11523488.87,16.259898107459097,1.0
300439,美康生物,252085.94,4852984.89,5105070.83,0.0035,2015,5105070.83,15.445745080001013,1,2015,1,1,140522083.91206482,,,,
300439,美康生物,3160785.77,11718758.1,14879543.87,0.0063,2016,14879543.87,16.515498000207888,1,2015,1,1,127443425.31747851,,5105070.83,15.445745080001013,1.0
300439,美康生物,9042120.1,9227664.39,18269784.49,0.0056,2017,18269784.49,16.720759187179624,1,2015,1,1,122727009.01785138,,14879543.87,16.515498000207888,1.0
300439,美康生物,20878828.42,19009862.39,39888690.81,0.0087,2018,39888690.81,17.50160342840775,1,2015,1,1,135578842.30059227,,18269784.49,16.720759187179624,1.0
300439,美康生物,21763899.19,14661335.53,36425234.72,0.0097,2019,36425234.72,17.41077238140415,1,2015,1,1,142788275.93914923,,39888690.81,17.50160342840775,1.0
300439,美康生物,16122581.86,13220030.15,29342612.01,0.009,2020,29342612.01,17.19455138635907,1,2015,1,1,142510111.68382886,,36425234.72,17.41077238140415,1.0
300439,美康生物,16395226.16,18774350.82,35169576.98,0.0098,2021,35169576.98,17.37569200494684,1,2015,1,1,136327382.172662,,29342612.01,17.19455138635907,1.0
300439,美康生物,16771485.17,22653852.8,39425337.97,0.011,2022,39425337.97,17.489919288620424,1,2015,1,1,127032671.78248058,,35169576.98,17.37569200494684,1.0
300439,美康生物,30229662.63,27666481.63,57896144.26,0.0166,2023,57896144.26,17.874161364506577,1,2015,1,1,136101505.17990837,,39425337.97,17.489919288620424,1.0
300440,运达科技,8152926.66,1076561.74,9229488.4,0.0058,2015,9229488.4,16.037914285338882,1,2015,1,1,140522083.91206482,,,,
300440,运达科技,6358911.01,2689399.2,9048310.21,0.0051,2016,9048310.21,16.018088691633093,1,2015,1,1,127443425.31747851,,9229488.4,16.037914285338882,1.0
300440,运达科技,4476133.26,3491997.04,7968130.3,0.0044,2017,7968130.3,15.890960556524458,1,2015,1,1,122727009.01785138,,9048310.21,16.018088691633093,1.0
300440,运达科技,1753450.32,2938629.46,4692079.78,0.0024,2019,4692079.78,15.36138670514609,1,2015,1,1,142788275.93914923,,7968130.3,15.890960556524458,1.0
300440,运达科技,2280418.21,4403014.49,6683432.7,0.0034,2020,6683432.7,15.715142440392341,1,2015,1,1,142510111.68382886,,4692079.78,15.36138670514609,1.0
300440,运达科技,4302495.81,6951971.43,11254467.24,0.0048,2021,11254467.24,16.23627578464973,1,2015,1,1,136327382.172662,,6683432.7,15.715142440392341,1.0
300440,运达科技,8824459.14,7011620.8,15836079.94,0.0062,2022,15836079.94,16.577801498334274,1,2015,1,1,127032671.78248058,,11254467.24,16.23627578464973,1.0
300441,鲍斯股份,1445010.2,8614941.32,10059951.52,0.0071,2016,10059951.52,16.124073002942822,1,2016,1,1,127443425.31747851,,,,
300442,普丽盛,44619.59,822997.34,867616.93,0.0007,2015,867616.93,13.673506723926938,1,2015,1,1,140522083.91206482,,,,
300442,普丽盛,118626.06,2223459.23,2342085.29,0.0016,2016,2342085.29,14.666552667038339,1,2015,1,1,127443425.31747851,,867616.93,13.673506723926938,1.0
300442,普丽盛,1179457.44,2005458.19,3184915.63,0.0019,2017,3184915.63,14.973936670821631,1,2015,1,1,122727009.01785138,,2342085.29,14.666552667038339,1.0
300442,普丽盛,1425990.92,1623647.69,3049638.61,0.002,2018,3049638.61,14.930533980946336,1,2015,1,1,135578842.30059227,,3184915.63,14.973936670821631,1.0
300442,普丽盛,1652207.07,1181212.92,2833419.99,0.0018,2019,2833419.99,14.856995369960934,1,2015,1,1,142788275.93914923,,3049638.61,14.930533980946336,1.0
300442,普丽盛,972095.34,309176.04,1281271.38,0.0009,2020,1281271.38,14.063364189033377,1,2015,1,1,142510111.68382886,,2833419.99,14.856995369960934,1.0
300442,普丽盛,1911236.74,345784.59,2257021.33,0.0017,2021,2257021.33,14.629556949414887,1,2015,1,1,136327382.172662,,1281271.38,14.063364189033377,1.0
300443,金雷风电,314051.09,8736247.41,9050298.5,0.0088,2015,9050298.5,16.01830840905117,1,2015,1,1,140522083.91206482,,,,
300443,金雷风电,252228.29,19430964.36,19683192.65,0.0114,2016,19683192.65,16.79527571538599,1,2015,1,1,127443425.31747851,,9050298.5,16.01830840905117,1.0
300443,金雷风电,899795.42,18066277.82,18966073.24,0.0109,2017,18966073.24,16.758162374791237,1,2015,1,1,122727009.01785138,,19683192.65,16.79527571538599,1.0
300443,金雷风电,704115.74,21908197.41,22612313.15,0.0123,2018,22612313.15,16.93400518974644,1,2015,1,1,135578842.30059227,,18966073.24,16.758162374791237,1.0
300443,金雷股份,538147.12,21830074.79,22368221.91,0.01,2019,22368221.91,16.923151889541842,1,2015,1,1,142788275.93914923,,22612313.15,16.93400518974644,1.0
300443,金雷股份,2028777.85,21438328.05,23467105.9,0.0075,2020,23467105.9,16.971110292227376,1,2015,1,1,142510111.68382886,,22368221.91,16.923151889541842,1.0
300446,乐凯新材,77028.85,12162995.21,12240024.06,0.0165,2019,12240024.06,16.32022188243198,1,2019,1,1,142788275.93914923,,,,
300446,乐凯新材,118443.59,2526389.66,2644833.25,0.0032,2022,2644833.25,14.788118955904551,1,2019,1,1,127032671.78248058,,12240024.06,16.32022188243198,1.0
300446,航天智造,7345316.39,6902025.19,14247341.58,0.0015,2023,14247341.58,16.472080961674294,1,2019,1,1,136101505.17990837,,2644833.25,14.788118955904551,1.0
300450,先导智能,1252209.48,5925281.11,7177490.59,0.0042,2015,7177490.59,15.786460519259498,1,2015,1,1,140522083.91206482,,,,
300450,先导智能,1635044.84,10651322.75,12286367.59,0.0051,2016,12286367.59,16.324000961069927,1,2015,1,1,127443425.31747851,,7177490.59,15.786460519259498,1.0
300450,先导智能,62585179.5,15811640.16,78396819.66,0.0118,2017,78396819.66,18.177293931692226,1,2015,1,1,122727009.01785138,,12286367.59,16.324000961069927,1.0
300450,先导智能,62660870.37,35510167.47,98171037.84,0.0117,2018,98171037.84,18.40222180966426,1,2015,1,1,135578842.30059227,,78396819.66,18.177293931692226,1.0
300450,先导智能,51582865.27,62080314.15,113663179.4,0.0119,2019,113663179.4,18.548750075141577,1,2015,1,1,142788275.93914923,,98171037.84,18.40222180966426,1.0
300450,先导智能,38564696.92,70080659.41,108645356.3,0.0086,2020,108645356.3,18.503599532966795,1,2015,1,1,142510111.68382886,,113663179.4,18.548750075141577,1.0
300450,先导智能,28662573.48,87188080.66,115850654.1,0.0048,2021,115850654.1,18.56781246355261,1,2015,1,1,136327382.172662,,108645356.3,18.503599532966795,1.0
300450,先导智能,24606407.49,100681639.5,125288047.0,0.0038,2022,125288047.0,18.646126028245632,1,2015,1,1,127032671.78248058,,115850654.1,18.56781246355261,1.0
300450,先导智能,21708853.41,107545186.9,129254040.4,0.0037,2023,129254040.4,18.67729033894908,1,2015,1,1,136101505.17990837,,125288047.0,18.646126028245632,1.0
300455,康拓红外,242422.96,2397154.81,2639577.77,0.0032,2017,2639577.77,14.786129905573773,1,2017,1,1,122727009.01785138,,,,
300455,康拓红外,1617893.0,6622296.24,8240189.24,0.0096,2018,8240189.24,15.924533988997785,1,2017,1,1,135578842.30059227,,2639577.77,14.786129905573773,1.0
300458,全志科技,24523184.57,18667195.17,43190379.74,0.0242,2015,43190379.74,17.58112836036457,1,2015,1,1,140522083.91206482,,,,
300458,全志科技,39956373.35,31482002.27,71438375.62,0.0288,2016,71438375.62,18.08434577059012,1,2015,1,1,127443425.31747851,,43190379.74,17.58112836036457,1.0
300458,全志科技,37055819.89,29415064.94,66470884.83,0.0282,2017,66470884.83,18.01227460269292,1,2015,1,1,122727009.01785138,,71438375.62,18.08434577059012,1.0
300458,全志科技,46211030.62,16965620.98,63176651.6,0.0254,2018,63176651.6,17.961445369978303,1,2015,1,1,135578842.30059227,,66470884.83,18.01227460269292,1.0
300458,全志科技,25470163.76,9538262.9,35008426.66,0.0136,2019,35008426.66,17.371099380754075,1,2015,1,1,142788275.93914923,,63176651.6,17.961445369978303,1.0
300458,全志科技,16030274.81,9216299.77,25246574.58,0.0092,2020,25246574.58,17.04420108389428,1,2015,1,1,142510111.68382886,,35008426.66,17.371099380754075,1.0
300458,全志科技,55842590.03,16392453.43,72235043.46,0.0207,2021,72235043.46,18.095435866436535,1,2015,1,1,136327382.172662,,25246574.58,17.04420108389428,1.0
300458,全志科技,33206503.51,26145801.19,59352304.7,0.0167,2022,59352304.7,17.899001527465003,1,2015,1,1,127032671.78248058,,72235043.46,18.095435866436535,1.0
300458,全志科技,29595493.54,24332381.51,53927875.05,0.0153,2023,53927875.05,17.80315808307782,1,2015,1,1,136101505.17990837,,59352304.7,17.899001527465003,1.0
300460,惠伦晶体,3441071.29,6493340.37,9934411.66,0.0058,2023,9934411.66,16.111515313951752,1,2023,1,1,136101505.17990837,,,,
300462,华铭智能,1086075.1,1017911.21,2103986.31,0.0031,2015,2103986.31,14.559344821452727,1,2015,1,1,140522083.91206482,,,,
300462,华铭智能,644281.9,217041.69,836682.77,0.001,2017,836682.77,13.637201464461993,1,2015,1,1,122727009.01785138,,2103986.31,14.559344821452727,1.0
300462,华铭智能,423385.29,3375201.92,3798587.21,0.0043,2018,3798587.21,15.150140031980381,1,2015,1,1,135578842.30059227,,836682.77,13.637201464461993,1.0
300462,华铭智能,2272375.0,3491934.67,5764309.67,0.0018,2019,5764309.67,15.567196132983577,1,2015,1,1,142788275.93914923,,3798587.21,15.150140031980381,1.0
300462,华铭智能,1251831.79,2838580.74,4090412.53,0.0015,2020,4090412.53,15.22415663048742,1,2015,1,1,142510111.68382886,,5764309.67,15.567196132983577,1.0
300462,华铭智能,1173826.08,1746064.53,2919890.61,0.0013,2021,2919890.61,14.88705705369249,1,2015,1,1,136327382.172662,,4090412.53,15.22415663048742,1.0
300462,华铭智能,719022.45,1587604.98,2306627.43,0.001,2022,2306627.43,14.651297462198754,1,2015,1,1,127032671.78248058,,2919890.61,14.88705705369249,1.0
300462,华铭智能,317545.03,1594944.44,1912489.47,0.0009,2023,1912489.47,14.463916861663877,1,2015,1,1,136101505.17990837,,2306627.43,14.651297462198754,1.0
300464,星徽精密,3273180.18,857526.05,4130706.23,0.0061,2015,4130706.23,15.233959192407706,1,2015,1,1,140522083.91206482,,,,
300464,星徽精密,4219397.57,2652290.37,6871687.94,0.0082,2016,6871687.94,15.742920476778904,1,2015,1,1,127443425.31747851,,4130706.23,15.233959192407706,1.0
300464,星徽精密,5650589.4,3194555.46,8845144.86,0.0086,2017,8845144.86,15.99537937611275,1,2015,1,1,122727009.01785138,,6871687.94,15.742920476778904,1.0
300464,星徽精密,10818026.84,4969534.02,15787560.86,0.0054,2018,15787560.86,16.574732963922994,1,2015,1,1,135578842.30059227,,8845144.86,15.99537937611275,1.0
300464,星徽精密,11761198.84,5843117.43,17604316.27,0.0052,2019,17604316.27,16.683654729359212,1,2015,1,1,142788275.93914923,,15787560.86,16.574732963922994,1.0
300464,星徽股份,9036262.75,5704190.95,14740453.7,0.0036,2020,14740453.7,16.506106292282237,1,2015,1,1,142510111.68382886,,17604316.27,16.683654729359212,1.0
300464,星徽股份,14828171.85,5284832.42,20113004.27,0.0076,2021,20113004.27,16.816877192154912,1,2015,1,1,136327382.172662,,14740453.7,16.506106292282237,1.0
300464,星徽股份,12017716.16,3459832.12,15477548.28,0.0068,2022,15477548.28,16.554901098347194,1,2015,1,1,127032671.78248058,,20113004.27,16.816877192154912,1.0
300464,星徽股份,8963550.05,1667827.14,10631377.19,0.0054,2023,10631377.19,16.17932039290194,1,2015,1,1,136101505.17990837,,15477548.28,16.554901098347194,1.0
300465,高伟达,6411890.33,5904815.57,12316705.9,0.0142,2015,12316705.9,16.326467183261496,1,2015,1,1,140522083.91206482,,,,
300465,高伟达,53262756.1,8697121.4,61959877.5,0.0365,2016,61959877.5,17.941997612568475,1,2015,1,1,127443425.31747851,,12316705.9,16.326467183261496,1.0
300465,高伟达,66898480.17,5794501.94,72692982.11,0.0325,2017,72692982.11,18.10175541941363,1,2015,1,1,122727009.01785138,,61959877.5,17.941997612568475,1.0
300465,高伟达,63422597.5,2940059.71,66362657.21,0.0278,2018,66362657.21,18.010645079898346,1,2015,1,1,135578842.30059227,,72692982.11,18.10175541941363,1.0
300465,高伟达,44476156.28,3430303.28,47906459.56,0.0199,2019,47906459.56,17.684760929277843,1,2015,1,1,142788275.93914923,,66362657.21,18.010645079898346,1.0
300465,高伟达,25742862.99,5517720.74,31260583.73,0.0161,2020,31260583.73,17.257868588156942,1,2015,1,1,142510111.68382886,,47906459.56,17.684760929277843,1.0
300465,高伟达,8815606.36,6577695.51,15393301.87,0.0102,2021,15393301.87,16.54944309422532,1,2015,1,1,136327382.172662,,31260583.73,17.257868588156942,1.0
300465,高伟达,2419075.21,5978504.29,8397579.5,0.0061,2022,8397579.5,15.943454186609003,1,2015,1,1,127032671.78248058,,15393301.87,16.54944309422532,1.0
300465,高伟达,770706.76,3783335.14,4554041.9,0.0034,2023,4554041.9,15.331525945851306,1,2015,1,1,136101505.17990837,,8397579.5,15.943454186609003,1.0
300466,赛摩电气,2371219.24,3349646.0,5720865.24,0.0045,2019,5720865.24,15.559630792449457,1,2019,1,1,142788275.93914923,,,,
300466,赛摩智能,2796848.95,3525515.64,6322364.59,0.0053,2020,6322364.59,15.65960399830463,1,2019,1,1,142510111.68382886,,5720865.24,15.559630792449457,1.0
300466,赛摩智能,2469129.45,3375341.17,5844470.62,0.0044,2021,5844470.62,15.581006750170795,1,2019,1,1,136327382.172662,,6322364.59,15.65960399830463,1.0
